committee,seqId,daon,decentruth,seenfeed,deepthought
3.140547318s,7270,2.616697219s,9.273855804s,6.284112174s,547.1579546721393s
2.410953225s,7271,3.196261752s,9.261389327s,6.755014558s,675.1518976694791s
2.625331065s,7272,2.883314003s,8.402137853s,6.486528173s,521.7598811469786s
2.55734688s,7273,3.202850461s,9.017846553s,6.088965876s,664.2495443730436s
2.693840333s,7274,2.859819352s,9.036321443s,6.21371607s,580.2490777070783s
2.54658007s,7275,2.22125354s,8.916956342s,6.333468337s,558.1575012982494s
2.414352034s,7276,2.495450822s,8.322280893s,6.53686727s,615.0253675459235s
2.593443378s,7277,2.780397687s,8.902561003s,6.040036884s,626.6386347407662s
2.601673247s,7278,2.310708757s,8.433233282s,6.061074589s,644.772024155177s
2.567273128s,7279,2.453078984s,9.900501636s,6.312501802s,675.1376393768334s
2.53735553s,7280,2.261699532s,9.982965371s,6.242442746s,504.7145458710263s
2.920878875s,7281,2.369528s,9.634930281s,5.926115796s,650.008732692589s
3.075147817s,7282,2.712736118s,9.647071362s,6.311726021s,643.5018552579231s
2.7099805s,7283,2.826924837s,9.560880708s,5.786179665s,528.627145474014s
2.901633195s,7284,2.239645597s,8.572059409s,6.121147196s,537.9317065032992s
2.659076548s,7285,2.510780723s,8.757832065s,5.700546069s,558.043647943359s
2.745424505s,7286,2.776271158s,8.581178619s,6.661916003s,621.4261942489468s
2.595760441s,7287,2.914061079s,8.909606221s,6.312785925s,627.6435125937707s
2.962374293s,7288,2.529516078s,9.411492015s,6.485843449s,671.8116455205185s
2.608137077s,7289,2.755074793s,9.070420672s,6.768276268s,536.0446513567741s
2.921801177s,7290,2.535131245s,9.150336496s,6.748258021s,609.6582924806813s
2.993098471s,7291,3.07439349s,7.663845248s,5.840917656s,594.8304455594737s
2.516863537s,7292,2.502493834s,8.970476567s,6.229309582s,590.9701386272761s
2.629201228s,7293,2.880677916s,9.281917608s,6.211647926s,633.5440457690663s
2.392150376s,7294,2.645401077s,9.193543234s,6.305002983s,662.9355848790142s
2.218723692s,7295,2.632724568s,10.343370095s,6.828158385s,546.1072740527004s
3.009120004s,7296,2.422182783s,8.312053754s,5.894244648s,597.2031497230349s
3.078848936s,7297,2.18078762s,8.268050007s,6.298345158s,610.6023875500939s
2.320902202s,7298,2.142092332s,8.919260359s,5.543162166s,589.5460317735053s
2.781100289s,7299,2.544041867s,8.75908914s,6.55908851s,554.6380873974425s
2.588494862s,7300,2.609056665s,8.602866641s,6.32912284s,524.1325213018964s
2.467158664s,7301,2.739037592s,9.532159373s,6.322075608s,650.7441294700445s
2.65500726s,7302,2.800994563s,9.198702319s,7.06252389s,651.2130184180419s
2.339728912s,7303,2.308714634s,8.595386114s,5.7997247s,520.0728987588795s
2.428525104s,7304,2.754026812s,9.213038475s,6.045590539s,592.4427663005231s
2.494559593s,7305,2.757482436s,9.556128031s,6.245708351s,618.3714135802885s
2.81380737s,7306,2.469342702s,9.900097673s,6.058979545s,504.3978249690525s
2.25598043s,7307,2.619460954s,8.900140342s,6.343152685s,630.1707293731092s
2.80046409s,7308,2.452675667s,8.502621437s,7.076933298s,540.8666194104223s
2.597698601s,7309,2.149343671s,9.799851606s,7.287573189s,674.9075172570441s
2.707184772s,7310,2.363140784s,9.83619114s,6.343126734s,588.5319579247242s
2.439788918s,7311,2.945959769s,9.268014082s,6.034748177s,571.0317629288962s
2.485745425s,7312,2.449852819s,8.239163017s,6.601770984s,521.6342133489504s
2.785417048s,7313,2.525756616s,8.309859552s,6.127509084s,536.4069983599192s
2.536390386s,7314,2.981110777s,9.640285372s,6.679665356s,655.1350437024099s
2.741750542s,7315,2.580102034s,8.530884666s,6.839256059s,521.4346819202862s
2.81856097s,7316,2.587797439s,9.210799814s,6.872682578s,541.3203612787333s
2.650284769s,7317,2.891389988s,10.196052015s,6.216784848s,531.9219907148063s
2.991404008s,7318,2.417442973s,9.076963453s,5.850366135s,569.1789702479942s
2.372295517s,7319,2.781319342s,9.117835272s,6.233433343s,511.73785990988944s
2.588503856s,7320,2.808104164s,9.162663358s,6.399104259s,557.2404237877341s
2.242940248s,7321,2.850627896s,9.336128659s,7.104190267s,599.4319424534489s
2.826301058s,7322,2.800563651s,8.580277583s,6.611090098s,508.69498323330373s
2.615766266s,7323,2.645734006s,9.076806213s,6.523156954s,508.10556748248337s
2.123315991s,7324,2.899385241s,9.998027001s,6.74425603s,636.5737194211424s
2.697165969s,7325,2.65227277s,9.677618038s,5.704003037s,578.403939689362s
2.682130825s,7326,3.090171258s,7.805663572s,5.853392604s,501.50200502175824s
2.489792924s,7327,2.904947585s,9.640287611s,6.330066688s,617.3792119374607s
2.679234692s,7328,2.476807816s,9.326086225s,6.447767632s,552.8961395993072s
2.676454053s,7329,2.23670915s,8.634575719s,6.617655033s,532.9131943593103s
2.826329058s,7330,3.2084695s,9.189934107s,7.013003304s,530.5539234119855s
2.601004055s,7331,2.592003871s,9.52090436s,6.007114224s,596.5705463646468s
2.532652796s,7332,2.702769968s,8.434575707s,6.321313504s,606.2415459263948s
2.7920802s,7333,2.878334923s,8.550022239s,6.326820388s,512.0624284485959s
2.953401134s,7334,2.716203586s,8.337271069s,6.66313362s,603.7871472889171s
2.680253333s,7335,2.631121058s,8.029566419s,6.093517057s,630.3030161383804s
2.407236928s,7336,2.831716802s,8.739681119s,6.715931808s,511.324244053946s
2.813534137s,7337,2.631113811s,8.371727858s,7.125404674s,642.6075982631064s
2.774052635s,7338,2.782068752s,9.614925113s,6.31910115s,636.017215781934s
2.806694187s,7339,2.695986259s,8.472689116s,6.391538206s,528.0385314560766s
2.762732647s,7340,2.309788542s,8.769486063s,5.823773917s,504.4326772365931s
2.887827407s,7341,2.612209936s,8.583603848s,5.665627708s,648.3906172180217s
2.410998948s,7342,2.459893771s,9.642906942s,6.154187711s,579.7563622365486s
2.680243759s,7343,2.955713018s,8.837110872s,6.586063069s,621.5883340327051s
2.883283227s,7344,2.164058323s,9.415544745s,6.51137024s,645.3061982998476s
2.380786653s,7345,2.346670086s,9.576094256s,5.864760086s,588.5374372086444s
2.869141835s,7346,2.484793399s,9.440822108s,6.499018763s,646.098998978618s
2.663656258s,7347,2.780613805s,9.14953959s,6.581549422s,673.9342167162656s
2.709438628s,7348,2.633365921s,8.594608072s,6.391666507s,590.2844237712242s
2.370163099s,7349,2.976710756s,9.483775814s,5.986863204s,594.6569319804701s
2.869198837s,7350,2.310844292s,8.567074243s,5.677744847s,508.65077332763826s
2.320191382s,7351,2.844289687s,9.091337664s,6.463717485s,544.1548863881706s
3.110842956s,7352,2.465104687s,7.815650358s,6.572440349s,670.6595687989832s
2.633670149s,7353,2.34513078s,9.216265309s,6.260791472s,601.0627052579492s
2.441649962s,7354,3.127423047s,10.226802262s,6.761998091s,541.517094344254s
2.393784488s,7355,2.867978496s,8.895167427s,6.574608779s,674.8806561938421s
2.584453411s,7356,2.395091054s,8.767658477s,6.61034848s,596.7089988330346s
2.965399071s,7357,2.6626187s,9.906390315s,6.364044335s,664.0346006019856s
2.80573506s,7358,2.349487023s,8.749764345s,6.627959906s,617.7718303314597s
2.583156795s,7359,2.999158357s,9.044441457s,6.658749477s,660.511719135667s
2.291203841s,7360,2.675241574s,8.444434957s,6.859596581s,577.1695998268923s
2.601447724s,7361,3.168030158s,8.091835457s,5.928912395s,508.6735305312556s
2.743481987s,7362,2.633721156s,8.764782507s,6.535966082s,526.8990673768456s
2.999694764s,7363,2.360448064s,8.638557421s,6.189420924s,650.5348889078249s
2.619210482s,7364,2.176644099s,9.533102614s,5.442482591s,598.9297400918308s
2.777505486s,7365,2.447893395s,8.935897299s,5.873437349s,564.3345464831365s
2.97020517s,7366,2.039558776s,8.819706338s,6.167349484s,528.3155287338259s
2.740240502s,7367,2.302813844s,9.135721983s,6.445335793s,558.3065466271588s
3.115363348s,7368,2.792170496s,7.897392637s,6.010222847s,643.5967432771215s
2.756464501s,7369,2.496990844s,8.1062506s,6.404698991s,599.8810464977189s
2.771123379s,7370,2.870521673s,9.724248553s,6.304521831s,590.9069163273348s
2.711466022s,7371,2.825304635s,8.17219528s,6.557135783s,525.4684855787502s
2.43405089s,7372,2.981595541s,8.500197677s,6.943062095s,529.58674492916s
2.854446278s,7373,2.436488637s,8.554211454s,6.180420738s,607.3941016199343s
2.307791633s,7374,2.4010544s,8.074415223s,6.05275364s,650.3971168569753s
2.677604819s,7375,2.728942754s,9.824057656s,6.207153722s,655.1291347784988s
3.01187084s,7376,2.202447689s,10.109880215s,6.959775385s,568.8643842842497s
2.331241559s,7377,2.371825286s,8.902920992s,6.525026826s,511.8624523535435s
3.166531128s,7378,3.191079777s,9.680963629s,6.063804094s,520.8878342096308s
2.151872827s,7379,2.944663183s,9.22568554s,6.457178279s,591.2855654530536s
2.863144136s,7380,3.000263918s,7.835004501s,6.688053743s,609.6899440198739s
2.6936989s,7381,2.304222259s,8.080156277s,6.611111325s,630.8635297099063s
2.701701689s,7382,2.733186991s,9.288590983s,6.85736719s,648.034750331074s
2.266138419s,7383,2.623181807s,8.429135478s,6.386529478s,649.003317968512s
2.937470689s,7384,2.978981767s,9.324179349s,6.158917793s,549.9325027537784s
2.665854629s,7385,2.903210385s,9.747446739s,6.390028374s,532.5938571674769s
3.187297325s,7386,3.072274291s,9.308611412s,6.11064492s,646.131878464268s
2.528268828s,7387,2.868021277s,9.682324983s,6.990225464s,561.6780669807408s
2.32454618s,7388,2.563798995s,9.105698645s,6.250326426s,641.8363645398115s
2.898823297s,7389,2.568337124s,9.057221119s,6.020406497s,501.66862853639543s
2.445153643s,7390,2.395534827s,9.157126866s,6.189087252s,502.4079256687557s
2.528279138s,7391,2.558768214s,9.100508691s,6.268157114s,672.5831863015189s
2.554977966s,7392,2.504136774s,9.553847166s,6.940057417s,643.7004703243431s
2.383839678s,7393,2.641505956s,9.118208052s,6.335748705s,544.4351508987144s
2.270861524s,7394,2.867663335s,9.354364574s,5.734838588s,580.3161190885644s
2.320137536s,7395,3.045779625s,8.932664676s,6.735144793s,624.3213899707948s
2.580971016s,7396,2.462918164s,8.922610355s,6.349059885s,597.5364691536029s
2.972463783s,7397,2.32959064s,8.595840266s,6.060253559s,598.2323752913376s
2.550343928s,7398,3.025469218s,8.81925543s,6.319142688s,671.4061341393397s
2.66712849s,7399,2.707926119s,9.928584787s,6.174846289s,562.0625976333395s
2.533609316s,7400,2.29659024s,8.117967701s,6.7928577s,555.0506375104187s
2.559805223s,7401,2.729448681s,8.626396433s,5.895034861s,610.0129363513734s
2.735009342s,7402,2.185521319s,9.195330651s,6.019879575s,522.0088707185901s
2.851986835s,7403,2.778642385s,10.372990118s,6.35303313s,592.9049687616581s
2.937153583s,7404,2.773063497s,8.444948677s,5.728403189s,526.701123450114s
2.353186755s,7405,2.67561391s,9.488557257s,5.516355009s,504.85218668465325s
2.704725022s,7406,3.044163713s,7.927241383s,6.004586158s,625.6556608802612s
3.168899216s,7407,2.314426841s,8.706061666s,6.132288561s,528.1420638371183s
2.720973774s,7408,2.605470106s,9.299414458s,6.314889989s,653.3816773819416s
2.322136108s,7409,2.563286174s,8.908681305s,6.850280166s,624.271973185858s
2.273658451s,7410,2.604362225s,8.383010315s,5.594440712s,679.9267632025081s
2.315674427s,7411,2.544508555s,9.019500174s,6.162469231s,503.22907899966447s
2.160666511s,7412,2.603560716s,8.518799735s,6.588236477s,581.8023318722913s
2.591937689s,7413,2.883133391s,9.983941202s,6.152452601s,532.0857065250476s
2.724294985s,7414,2.199654884s,9.375298333s,6.338183457s,556.6957932689407s
2.651136133s,7415,2.721042015s,10.024814207s,5.889074805s,522.4027203909508s
2.596311761s,7416,2.395621356s,8.86689138s,6.759517736s,591.7762688241029s
2.655102334s,7417,2.986618707s,9.39183004s,6.005544067s,579.6254731002869s
2.790588073s,7418,2.835381596s,9.875318785s,6.313541131s,679.3648829735899s
2.765896721s,7419,2.487888388s,8.64065688s,6.318087594s,510.90475283802533s
2.937170632s,7420,2.396890763s,9.575432027s,6.260014988s,660.0369815483238s
2.527365811s,7421,2.756756472s,9.201347688s,6.320915434s,666.0403395697449s
3.271893155s,7422,2.461683859s,10.019116528s,6.356318304s,534.7919576220869s
2.724752029s,7423,2.258018884s,9.406490849s,6.184016597s,597.0816263415468s
3.03127812s,7424,2.658770284s,8.979036493s,6.254044137s,577.1461632935349s
2.485122266s,7425,2.672200268s,8.775380916s,6.676051266s,578.808543604908s
2.945337227s,7426,2.981917127s,8.78643382s,5.811632994s,586.0888502040315s
2.377744564s,7427,2.380409907s,8.766407494s,5.984546026s,501.9860165514334s
2.682375401s,7428,3.080909436s,9.122758055s,7.189316698s,640.2769883912854s
2.989527248s,7429,2.251292554s,8.506076916s,6.707462434s,640.6827208392776s
2.565396214s,7430,2.397001077s,9.240303146s,6.232850117s,539.5887850159479s
2.652617836s,7431,2.981293909s,9.126328944s,6.388094563s,549.797217022325s
2.957962427s,7432,2.551731391s,9.408732768s,6.959706529s,521.102683744718s
2.858198628s,7433,2.352973518s,8.37500351s,5.868290693s,602.3364561731796s
2.850865348s,7434,2.583830916s,8.910515107s,5.565842424s,570.9896938913114s
2.841368801s,7435,2.752688773s,10.028993348s,6.375863449s,667.4716007843771s
2.507781417s,7436,2.707851804s,8.644346848s,6.130878917s,541.3273050182411s
2.644870342s,7437,2.444256747s,8.91283378s,5.812629257s,649.5643835069153s
2.649283152s,7438,2.671570183s,9.369991863s,6.404805948s,616.0407719171537s
2.398176292s,7439,2.851577492s,8.411235529s,6.4914341s,640.8805288762073s
2.67241631s,7440,2.41103089s,9.45405114s,6.369188425s,639.2229414415392s
2.402800315s,7441,2.874566739s,9.661264741s,6.6363664s,599.8349604814774s
2.185319449s,7442,2.897680963s,8.81909466s,5.993405112s,582.7647210665544s
2.811107147s,7443,2.278028947s,9.779828289s,6.812726694s,608.9202774406132s
2.70563039s,7444,2.871329124s,9.407609689s,6.189116503s,583.6115992334451s
2.591229245s,7445,2.880162216s,9.5440668s,6.326764127s,525.5299230130529s
2.550771534s,7446,2.387373265s,10.002760732s,5.978757324s,662.9437541287604s
2.738014022s,7447,3.109407426s,8.777207001s,6.957146233s,608.0843421547772s
3.018438699s,7448,2.207761456s,9.395493284s,5.650930665s,532.7292991029519s
2.372421593s,7449,2.880166624s,9.410919082s,6.029157203s,665.8741968952642s
2.380967469s,7450,2.389546606s,8.722958014s,6.001158875s,628.3762096959691s
2.801086915s,7451,2.397153261s,9.015470422s,5.967423235s,516.9735803623223s
2.842949931s,7452,2.842388066s,8.089938218s,5.585168625s,609.1162191127045s
2.916815584s,7453,2.759784912s,8.487073155s,6.446747436s,639.8731762305576s
2.984991341s,7454,2.948420428s,9.56699014s,6.701459393s,649.8238139633416s
2.456077074s,7455,2.662282937s,9.354044405s,6.205506225s,607.5642170553697s
2.76587195s,7456,2.544324482s,8.868549658s,6.227887273s,645.2264363994698s
2.573204158s,7457,2.360420233s,8.075240294s,6.745001475s,668.5768390030318s
2.397613632s,7458,3.177938813s,9.231699168s,6.274910508s,577.2014814184735s
2.48828429s,7459,2.732847849s,8.753244369s,6.611528951s,536.1397143028283s
2.403331846s,7460,2.953822419s,9.603621497s,5.300409275s,557.674670781718s
2.180784543s,7461,2.627477196s,9.994106395s,6.488201963s,672.0272537307854s
2.75229782s,7462,2.61404369s,9.59553536s,6.215578275s,537.9253256798893s
2.373691889s,7463,2.320506077s,9.490287739s,5.921686055s,589.2766852872894s
2.35219602s,7464,2.51927216s,9.774448211s,6.090467717s,536.1644811612053s
2.674236606s,7465,2.648280188s,9.349972844s,6.958319991s,569.9947356529931s
2.814630806s,7466,2.750682292s,8.654676575s,6.514923232s,584.7165005018685s
2.634208635s,7467,2.468032754s,9.024024721s,6.565447309s,647.8880983464962s
3.061318719s,7468,2.341144264s,8.632499298s,6.663659746s,646.1729170530128s
2.559706616s,7469,2.321634156s,8.997749741s,6.135710156s,637.929942894385s
2.637368196s,7470,2.940318303s,9.184101302s,7.001314238s,587.8526952639809s
2.758958024s,7471,2.439460129s,9.321054563s,6.152130691s,666.525515978769s
2.944852045s,7472,2.505744137s,9.529804693s,5.944066942s,532.8666511660409s
2.539184802s,7473,3.066912628s,9.536440554s,6.7292535s,552.6625959226959s
2.543122913s,7474,2.588676561s,9.979100617s,6.394325885s,674.7993968554716s
2.863588538s,7475,2.295652266s,9.399122403s,5.940655909s,545.7512983874458s
2.413231892s,7476,2.645753642s,9.592664559s,6.173107572s,600.4731137755546s
2.851707944s,7477,2.960419771s,9.512085676s,6.961036757s,629.026540683316s
2.533327185s,7478,2.828620151s,8.706491802s,5.952876964s,517.051980755558s
2.581845151s,7479,3.08831964s,9.209296866s,6.314152321s,540.7128573930156s
2.277441368s,7480,2.519244629s,9.153977873s,6.751469965s,594.2747564547477s
2.983354591s,7481,2.69749042s,8.83287199s,5.800807972s,531.5386968762336s
2.767509393s,7482,2.410316215s,8.859239604s,6.16743171s,655.4744388546467s
2.606585222s,7483,2.859104493s,8.247957957s,6.376430054s,567.4001099183171s
2.681957795s,7484,2.794092671s,9.322605365s,6.786944619s,590.3379528021674s
2.397819104s,7485,2.342354746s,9.431771334s,6.535089409s,559.567494497833s
2.577225778s,7486,2.554132985s,9.051950936s,6.522878654s,544.4300552496983s
2.384774727s,7487,2.430642112s,8.938316742s,6.932747054s,632.9866512628951s
2.355986333s,7488,2.670805923s,10.075958614s,6.202774045s,553.6486079250286s
2.995368912s,7489,2.614511316s,9.747587897s,6.236721742s,598.9669070785s
2.662196647s,7490,2.476790333s,9.655685156s,6.784714227s,571.3754994488924s
2.743887472s,7491,2.588922128s,9.39886021s,6.412107363s,506.22699238997114s
2.493970898s,7492,2.554642126s,8.952712628s,6.072523371s,548.2066351420759s
2.544310376s,7493,2.588923237s,9.287888527s,6.857297813s,671.1579454747099s
2.735579268s,7494,3.057004394s,8.907007389s,6.454223882s,573.6261531709099s
2.848092991s,7495,2.640090325s,9.377929687s,6.36105942s,662.7874618435636s
2.860926708s,7496,2.64134718s,9.439622248s,5.815850612s,661.2745686987245s
2.491871158s,7497,2.753851509s,10.08378249s,6.972677809s,653.5921005388614s
2.460516641s,7498,2.601149908s,8.32027594s,5.895257953s,610.5108622375155s
2.701355152s,7499,2.350323123s,9.095766597s,5.84235202s,642.8483870528189s
2.975349366s,7500,2.237961087s,9.124707662s,6.698221444s,605.356307694713s
3.054552413s,7501,2.63821571s,8.97065384s,7.113806314s,575.131991606128s
2.704269629s,7502,3.113716408s,8.754816827s,5.737560327s,574.1014337790531s
2.331750479s,7503,2.49486476s,9.499268031s,6.492054944s,654.0616704444813s
2.114429764s,7504,2.278555055s,8.65938736s,6.294777989s,666.0941855014087s
2.144702361s,7505,2.421123504s,9.028535065s,6.627385548s,542.8295244295317s
2.86928633s,7506,2.637154951s,9.348108628s,6.99000619s,613.7143975779211s
2.544034136s,7507,2.744385455s,9.215460075s,5.990540633s,554.6603690209695s
2.441066011s,7508,2.207941746s,8.773523657s,6.626306386s,607.3410742718382s
2.176004957s,7509,2.304506489s,8.904527679s,6.189275662s,636.8126367118613s
3.137817087s,7510,2.621738317s,9.029666247s,6.329365931s,580.1844933560274s
2.702461327s,7511,2.361499962s,9.523393866s,5.520651995s,623.992643655019s
2.830475579s,7512,2.969004876s,9.768427474s,6.248971578s,515.9679258195254s
2.910775921s,7513,2.296451986s,9.223434512s,6.437402093s,593.4805515848299s
2.882745522s,7514,2.632454689s,9.001192039s,5.74831487s,608.7579434945526s
2.544044399s,7515,2.228991869s,8.368910855s,6.162881315s,581.09900315845s
2.756586807s,7516,2.472570916s,8.585830389s,5.683109818s,508.37372091873s
3.078978239s,7517,2.933248903s,8.815207358s,6.957133583s,590.0237780945323s
2.767508046s,7518,2.635661067s,9.037892993s,6.301135893s,582.4391677714741s
2.258362527s,7519,2.659504643s,8.670309318s,6.53393619s,567.2824735771742s
2.451539645s,7520,2.669549491s,9.32315514s,6.525106063s,673.3790048977282s
2.457877496s,7521,2.9232314s,7.941311751s,6.083318342s,602.193960037917s
2.554527478s,7522,2.721572179s,9.198088446s,6.511904553s,585.297585920649s
2.830068s,7523,2.87933071s,8.973858455s,6.650307089s,528.2478894322036s
2.507995989s,7524,2.312051368s,9.921524856s,7.091573761s,594.6289041246864s
2.466625726s,7525,3.1617412s,8.960442978s,6.249409366s,664.2950582024257s
2.608635722s,7526,2.525114367s,9.825832301s,5.913744006s,636.4248859587232s
3.165036816s,7527,3.12753077s,8.97726104s,6.419832571s,550.4014467103913s
2.730619484s,7528,2.511673381s,9.098310212s,6.562336791s,647.1590452091592s
2.541276344s,7529,3.315725785s,8.896168278s,6.571324213s,584.2796897132686s
3.089818678s,7530,2.807322835s,9.977028177s,7.145652288s,590.4113995691296s
2.449057218s,7531,2.546968742s,8.213266933s,6.351117462s,562.3206328391203s
2.730542104s,7532,2.476627943s,8.517681345s,6.666712285s,642.2673715899488s
2.46611196s,7533,2.691563546s,8.189761594s,5.611571864s,579.3079697080545s
2.426392501s,7534,2.373328154s,9.320025523s,6.361161297s,601.4757078166849s
2.184641393s,7535,2.855656256s,10.124284493s,6.478989259s,615.8659689044698s
2.688028352s,7536,2.938545387s,8.809138348s,6.895821596s,519.9284560608309s
2.454451299s,7537,2.596883253s,8.537610645s,6.637955388s,583.465204882333s
2.917041998s,7538,2.505384653s,8.350946739s,6.160853403s,564.9285613026155s
2.301271946s,7539,2.618856992s,8.971250152s,6.574738619s,541.4221384472066s
2.218322357s,7540,2.730633618s,8.603827183s,5.425800778s,614.3336103075438s
2.68962936s,7541,2.120550762s,8.964406053s,6.51094588s,528.6473907817297s
2.658531669s,7542,2.750124874s,8.089995737s,6.858415791s,571.0553938351812s
3.15846967s,7543,3.286394691s,9.484373897s,6.80549657s,576.8966467077296s
2.826076817s,7544,2.627146086s,8.669169016s,6.879588063s,531.5650897171447s
2.316389009s,7545,2.419766294s,8.996301319s,6.062701312s,530.8890753945391s
2.606226183s,7546,3.028816246s,8.518557015s,6.706942592s,552.6864636164698s
2.905071266s,7547,2.596253054s,8.809706276s,6.80435293s,622.2540395730207s
2.815240431s,7548,2.68091507s,9.214131711s,6.258052802s,545.4103464212275s
2.753507812s,7549,2.1395489s,9.6543969s,6.744641667s,529.0777106181462s
2.50115218s,7550,2.476625348s,8.731129923s,6.301534177s,606.9392556358719s
2.582292473s,7551,2.733671463s,9.361000648s,6.457747509s,590.2931358677519s
2.847293463s,7552,2.933562748s,8.795659887s,6.38982598s,647.3385939758724s
2.188714821s,7553,2.849102255s,9.167346442s,6.840105659s,634.3360040521508s
2.619538172s,7554,2.226006312s,9.245576967s,6.159501839s,510.8930634108604s
2.724946471s,7555,2.837886537s,8.58732198s,6.921608456s,672.502812629339s
2.32530295s,7556,2.445293014s,8.93011219s,6.774777717s,600.2785065776656s
2.721426078s,7557,2.976517794s,8.761277509s,5.783033568s,521.6541816832286s
2.864769617s,7558,2.468495312s,8.349964661s,6.946284371s,540.2990528449699s
2.385133099s,7559,2.74619144s,8.935635317s,6.05794671s,520.8184854212227s
2.398926191s,7560,2.296560687s,9.260101827s,6.004328985s,515.0142306035917s
3.287534826s,7561,2.598835818s,9.193696205s,6.005155709s,679.6268474762437s
2.620356782s,7562,2.252625437s,9.120386957s,6.51358895s,524.0965942055387s
2.523795223s,7563,2.841274439s,9.466027182s,5.83937807s,646.0130181287259s
2.76448591s,7564,2.591045073s,9.256757851s,5.947169192s,614.1904366345519s
2.17009643s,7565,2.575280425s,8.172876212s,6.696425927s,639.1646787070664s
2.976187439s,7566,2.546441518s,9.229154077s,6.408919684s,507.85846028386413s
2.756442973s,7567,2.918565807s,9.446437085s,6.61944946s,676.7246120992205s
2.65888979s,7568,2.558568131s,9.102869093s,5.502975s,637.2618138379975s
2.851062455s,7569,2.620896527s,9.533292411s,5.848279228s,647.5198329421432s
2.437582215s,7570,2.724486886s,9.484955177s,6.869991794s,640.9998878764858s
3.139977706s,7571,2.67372873s,8.766354263s,6.242597241s,571.9356189155155s
2.535462196s,7572,2.694581078s,9.032430041s,6.447045283s,585.9688596745551s
2.776120071s,7573,2.410066135s,8.825667785s,6.934763196s,503.1355172749939s
3.198935064s,7574,2.355060145s,9.380658823s,6.177055307s,595.4258082987728s
2.220636344s,7575,2.586622868s,8.778454944s,5.505008823s,606.9163481396695s
2.637330915s,7576,2.86025095s,9.060724748s,5.694326417s,660.4719827971242s
2.953231996s,7577,2.876006685s,8.813646827s,6.869949206s,546.4565353091147s
2.64794413s,7578,2.585521556s,9.186060883s,6.362858865s,614.0233548036152s
2.301716124s,7579,2.933277237s,8.955123109s,6.577053666s,634.2945216063346s
3.174113007s,7580,2.468132994s,9.39745042s,6.700935707s,529.6355479924234s
2.541769664s,7581,2.747382737s,9.147474416s,6.160482867s,510.8851200143459s
2.622767024s,7582,2.138195529s,9.559287933s,6.371207326s,675.2064118294185s
2.702992376s,7583,2.747337647s,9.691441535s,6.544003642s,606.3508117600884s
2.562776168s,7584,2.500559147s,8.685042335s,5.981213173s,659.5728917384379s
2.625559606s,7585,2.79715813s,10.174482468s,6.46460836s,576.7415118364329s
2.567522761s,7586,2.777217808s,8.984413328s,6.735641571s,521.2314692973001s
2.796761834s,7587,2.277106729s,9.524900407s,6.646180784s,501.6888984222674s
2.371244193s,7588,2.655420231s,9.641042129s,6.600160249s,539.3721803984101s
2.456724034s,7589,2.4279597s,8.776207766s,6.197495217s,605.575366891951s
2.707372147s,7590,2.432347s,8.611710681s,6.662776112s,514.8404212767041s
2.884801565s,7591,2.948416931s,10.266316106s,6.972579851s,525.2946071315554s
2.350366446s,7592,2.785763983s,8.839970349s,6.730953452s,673.9363880236333s
2.574139298s,7593,2.509837579s,8.486422043s,6.473330104s,600.9515293106814s
2.335498775s,7594,2.203432629s,9.539466268s,6.069754448s,526.2300407619089s
2.492438532s,7595,2.546297934s,9.146613907s,6.34847706s,568.3446489602122s
2.615553859s,7596,2.896153853s,10.086102976s,6.271756438s,654.192597029223s
2.405525208s,7597,3.150793185s,8.515317919s,6.461342175s,611.6567440965048s
2.174547466s,7598,2.779011195s,9.222259427s,6.423440384s,645.2560958677143s
2.976019116s,7599,2.976933558s,10.168839668s,6.562587534s,654.485527023345s
3.052157408s,7600,2.906587986s,8.798796321s,5.87414565s,579.3879066359643s
2.675210237s,7601,3.097366091s,8.702530251s,6.279228422s,574.0828448001273s
2.899355944s,7602,2.498046015s,9.329965955s,5.979193203s,605.8629597382856s
2.681107149s,7603,2.689201232s,8.691456469s,6.138115233s,519.813876180094s
2.99179879s,7604,2.899606381s,10.058108287s,6.968094551s,645.9062137508563s
2.431909009s,7605,2.246079695s,9.115694047s,6.517711767s,673.4023178644949s
2.931993143s,7606,2.729846462s,8.476331961s,5.783646021s,668.517231496988s
2.69182659s,7607,2.753001651s,8.668128441s,6.164656076s,662.8101442529786s
2.20001775s,7608,2.797196453s,10.160070176s,6.616195756s,583.0654991756085s
3.106559385s,7609,2.477226333s,8.441064518s,6.61394088s,626.118542933759s
2.744146448s,7610,2.586072712s,8.073856143s,6.357562818s,658.2936729454741s
2.64517241s,7611,2.303747696s,9.815415922s,7.171377136s,563.2673357942074s
2.546381178s,7612,2.384621996s,8.039966752s,6.074524735s,507.09277315592885s
2.288380311s,7613,2.835675403s,9.042362506s,6.781455166s,597.4499655603109s
3.12497972s,7614,2.701130796s,9.311745572s,6.034041285s,577.7431967380894s
2.935047962s,7615,2.967419475s,8.948654564s,6.511945141s,533.3258063313514s
2.210645477s,7616,2.232593179s,8.531069809s,6.923711035s,528.6961830489364s
3.015933741s,7617,2.342588631s,9.209914247s,5.506362911s,507.78195252138124s
2.815480159s,7618,2.787341522s,9.161164707s,6.106270788s,525.7109401087245s
2.17804527s,7619,2.69559179s,8.58129066s,6.13042111s,605.1545854959534s
